respondent_id,age,gender,state,education,employment_status,income,household_size,survey_weight,satisfaction_score,survey_date
RSP-2025-00257,49,Female,Maharashtra,None,Employed,33187.66,4,41.749,7.0,2024-04-19
RSP-2025-00258,78,Male,Gujarat,Primary,Self-Employed,25857.28,4,10.7811,4.0,2024-02-11
RSP-2025-00259,63,Female,Gujarat,Postgraduate,Employed,37240.65,6,58.0989,7.0,2024-04-03
RSP-2025-00260,31,Female,Uttar Pradesh,Graduate,Employed,19018.35,6,93.8921,5.0,2024-06-16
RSP-2025-00261,58,Male,West Bengal,Higher Secondary,Employed,59488.24,2,101.9594,2.0,2024-06-22
RSP-2025-00262,44,Female,Uttar Pradesh,Higher Secondary,Employed,15215.91,3,118.7242,6.0,2024-05-08
RSP-2025-00263,60,Male,Tamil Nadu,Graduate,Employed,81864.95,6,80.1738,7.0,2024-03-19
RSP-2025-00264,20,Female,Maharashtra,Postgraduate,Student,0.0,5,39.6548,8.0,2024-04-04
RSP-2025-00265,51,Male,Bihar,Secondary,Employed,35689.1,1,116.3149,6.0,2024-04-20
RSP-2025-00266,38,Female,Karnataka,Primary,Unemployed,0.0,2,99.2737,8.0,2024-04-06
RSP-2025-00267,60,Male,Maharashtra,,Employed,,5,76.2721,7.0,2024-06-28
RSP-2025-00268,67,Female,Maharashtra,None,Self-Employed,35449.2,3,90.1508,2.0,2024-06-11
RSP-2025-00269,74,Female,Uttar Pradesh,Graduate,Employed,61801.76,5,116.3342,6.0,2024-04-28
RSP-2025-00270,77,Male,Karnataka,Primary,Student,0.0,4,92.0691,9.0,2024-03-09
RSP-2025-00271,46,Male,Karnataka,Higher Secondary,Student,0.0,6,52.6789,6.0,2024-05-12
RSP-2025-00272,47,Male,Karnataka,Secondary,Employed,5320.77,6,92.1417,4.0,2024-05-24
RSP-2025-00273,81,Male,Uttar Pradesh,None,Retired,14361.67,1,15.1118,7.0,2024-02-21
RSP-2025-00274,32,Female,Maharashtra,Higher Secondary,Retired,77571.71,6,54.7446,,2024-05-21
RSP-2025-00275,39,Male,Uttar Pradesh,Graduate,Student,0.0,6,57.024,5.0,2024-05-01
RSP-2025-00276,68,Male,Gujarat,Primary,Student,0.0,4,29.603,1.0,2024-01-29
RSP-2025-00277,72,Male,Gujarat,Graduate,Employed,23655.25,2,13.1433,10.0,2024-05-15
RSP-2025-00278,81,Female,Uttar Pradesh,Primary,Unemployed,0.0,3,25.7722,3.0,2024-04-13
RSP-2025-00279,60,Male,Karnataka,Postgraduate,Employed,8179.67,5,85.4542,8.0,2024-01-01
RSP-2025-00280,38,Male,Maharashtra,Secondary,Employed,13584.01,5,102.3621,9.0,2024-01-29
RSP-2025-00281,46,Male,Uttar Pradesh,Postgraduate,Retired,71205.87,3,123.6493,9.0,2024-06-12
RSP-2025-00282,61,Male,Uttar Pradesh,Postgraduate,Employed,89994.74,3,50.1586,10.0,2024-06-27
RSP-2025-00283,37,Female,Uttar Pradesh,Graduate,Self-Employed,25153.94,3,79.1289,2.0,2024-06-13
RSP-2025-00284,80,Male,Tamil Nadu,Secondary,Student,1202.347,2,117.8031,4.0,2024-03-09
RSP-2025-00285,41,Male,Gujarat,Primary,Student,0.0,4,29.6263,,2024-02-22
RSP-2025-00286,16,Female,Bihar,Primary,Retired,75840.49,1,92.6704,3.0,2024-05-03
RSP-2025-00287,31,Female,Karnataka,None,Employed,41827.76,6,96.9451,1.0,2024-06-28
RSP-2025-00288,47,Male,West Bengal,Higher Secondary,Employed,15866.08,6,20.6877,6.0,2024-03-28
RSP-2025-00289,23,Female,Bihar,None,Employed,26059.32,4,109.1131,10.0,2024-03-23
RSP-2025-00290,57,Female,Karnataka,None,Employed,24240.16,4,103.6005,2.0,2024-01-12
RSP-2025-00291,62,Male,West Bengal,Primary,Employed,33358.01,6,14.3246,9.0,2024-02-21
RSP-2025-00292,53,Female,Tamil Nadu,Graduate,Employed,69089.01,3,20.9292,,2024-05-08
RSP-2025-00293,56,Female,Uttar Pradesh,Postgraduate,Self-Employed,47649.2,5,16.125,9.0,2024-05-14
RSP-2025-00294,40,Male,Tamil Nadu,,Unemployed,0.0,5,48.8281,7.0,2024-05-24
RSP-2025-00295,64,Male,Tamil Nadu,Postgraduate,Employed,65822.87,6,68.8136,10.0,2024-05-06
RSP-2025-00296,39,Male,Bihar,Secondary,Self-Employed,32976.02,4,71.4538,2.0,2024-06-19
RSP-2025-00297,38,Female,Maharashtra,,Employed,42049.08,3,41.1478,6.0,2024-03-11
RSP-2025-00298,27,Other,Bihar,,Employed,69790.39,4,114.8778,8.0,2024-01-17
RSP-2025-00299,74,Female,Gujarat,Secondary,Self-Employed,,5,52.6661,2.0,2024-01-03
RSP-2025-00300,21,Male,West Bengal,Higher Secondary,Self-Employed,26283.94,6,15.7155,,2024-01-29
RSP-2025-00301,71,Female,Uttar Pradesh,Graduate,Self-Employed,19044.9,4,44.876,6.0,2024-01-22
RSP-2025-00302,50,Female,Bihar,None,Employed,9709.8,6,71.312,3.0,2024-06-14
RSP-2025-00303,59,Male,West Bengal,Graduate,Student,0.0,2,57.2414,2.0,2024-02-23
RSP-2025-00304,34,Male,Karnataka,Graduate,Self-Employed,137655.82,4,41.855,6.0,2024-04-16
RSP-2025-00305,79,Female,West Bengal,Postgraduate,Unemployed,0.0,4,25.5365,3.0,2024-06-26
RSP-2025-00306,22,Male,Karnataka,Graduate,Self-Employed,26344.57,7,104.2943,2.0,2024-03-09
RSP-2025-00307,30,Female,Bihar,None,Student,0.0,5,124.5586,1.0,2024-06-06
RSP-2025-00308,28,Male,Gujarat,None,Unemployed,0.0,2,48.2326,8.0,2024-05-30
RSP-2025-00309,29,Male,Bihar,Primary,Unemployed,0.0,2,54.1956,1.0,2024-04-29
RSP-2025-00310,80,Male,Karnataka,Graduate,Retired,11562.35,8,81.2653,5.0,2024-02-16
RSP-2025-00311,46,Male,West Bengal,Postgraduate,Self-Employed,31298.06,2,92.7615,6.0,2024-05-28
RSP-2025-00312,77,Female,West Bengal,Graduate,Employed,16450.37,7,55.3874,3.0,2024-01-20
RSP-2025-00313,65,Male,Karnataka,Higher Secondary,Self-Employed,6480.49,2,114.1144,7.0,2024-05-30
RSP-2025-00314,39,Female,Tamil Nadu,Higher Secondary,Employed,58482.62,2,74.6205,2.0,2024-05-28
RSP-2025-00315,72,Female,Gujarat,Postgraduate,Employed,50158.88,3,62.0697,7.0,2024-01-21
RSP-2025-00316,77,Female,Maharashtra,Primary,Unemployed,0.0,2,84.544,2.0,2024-01-01
RSP-2025-00317,76,Male,Uttar Pradesh,Primary,Retired,31222.63,5,119.596,5.0,2024-05-22
RSP-2025-00318,36,Female,West Bengal,None,Retired,54084.71,1,101.4762,7.0,2024-01-17
RSP-2025-00319,72,Female,Uttar Pradesh,None,Employed,31126.69,4,15.0815,3.0,2024-02-20
RSP-2025-00320,72,Male,Maharashtra,Secondary,Unemployed,0.0,2,48.5495,4.0,2024-01-14
RSP-2025-00321,63,Male,Bihar,Postgraduate,Employed,22173.13,4,64.3774,1.0,2024-02-28
RSP-2025-00322,66,Female,Uttar Pradesh,Graduate,Retired,63119.78,4,46.5123,3.0,2024-03-23
RSP-2025-00323,56,Female,Maharashtra,Postgraduate,Retired,33140.48,3,90.6715,9.0,2024-02-19
RSP-2025-00324,84,Male,Karnataka,Secondary,Self-Employed,30519.89,3,105.1078,,2024-05-03
RSP-2025-00325,29,Female,Tamil Nadu,None,Student,1178.356,3,94.239,5.0,2024-02-03
RSP-2025-00326,68,Female,West Bengal,Postgraduate,Self-Employed,32419.69,4,123.7787,8.0,2024-01-06
RSP-2025-00327,74,Female,Maharashtra,Postgraduate,Unemployed,0.0,4,41.7067,2.0,2024-04-18
RSP-2025-00328,22,Female,Uttar Pradesh,None,Employed,17767.32,3,110.6863,3.0,2024-02-18
RSP-2025-00329,67,Female,West Bengal,Secondary,Unemployed,1583.544,5,98.2783,7.0,2024-01-06
RSP-2025-00330,74,Male,Tamil Nadu,None,Self-Employed,13452.86,3,51.9695,10.0,2024-04-26
RSP-2025-00331,19,Male,Karnataka,Primary,Self-Employed,107055.37,6,94.5573,4.0,2024-04-27
RSP-2025-00332,82,Male,Bihar,Graduate,Employed,63918.9,1,22.4167,9.0,2024-01-07
RSP-2025-00333,20,Female,West Bengal,None,Retired,93736.12,7,100.8787,7.0,2024-04-06
RSP-2025-00334,61,Female,Bihar,Secondary,Employed,12150.41,5,71.4519,1.0,2024-06-27
RSP-2025-00335,69,Male,Maharashtra,Higher Secondary,Unemployed,0.0,6,43.9672,4.0,2024-04-27
RSP-2025-00336,54,Female,Tamil Nadu,Primary,Self-Employed,11605.33,7,85.5865,10.0,2024-05-08
RSP-2025-00337,66,Female,Uttar Pradesh,Higher Secondary,Self-Employed,17116.5,5,83.9655,,2024-05-20
RSP-2025-00338,30,Female,Tamil Nadu,None,Self-Employed,,2,34.4862,6.0,2024-06-19
RSP-2025-00339,27,Male,Tamil Nadu,Primary,Employed,60218.18,3,13.9805,10.0,2024-01-27
RSP-2025-00340,44,Female,Gujarat,Graduate,Employed,20794.64,5,60.1498,6.0,2024-04-25
RSP-2025-00341,33,Male,Tamil Nadu,None,Self-Employed,53876.33,3,75.7091,5.0,2024-05-10
RSP-2025-00342,31,Male,Tamil Nadu,Graduate,Unemployed,0.0,2,110.8713,3.0,2024-02-27
RSP-2025-00343,77,Male,West Bengal,Postgraduate,Employed,120254.45,2,116.7808,2.0,2024-03-29
RSP-2025-00344,33,Male,Uttar Pradesh,Higher Secondary,Self-Employed,10284.17,4,71.0482,3.0,2024-04-06
RSP-2025-00345,72,Male,West Bengal,Primary,Unemployed,,4,96.8105,9.0,2024-01-17
RSP-2025-00346,69,Female,West Bengal,Graduate,Self-Employed,56680.56,5,60.8002,3.0,2024-06-21
RSP-2025-00347,76,Male,Maharashtra,Secondary,Student,0.0,5,95.9264,3.0,2024-04-10
RSP-2025-00348,37,Female,West Bengal,Graduate,Employed,,2,33.9498,1.0,2024-01-29
RSP-2025-00349,23,Male,Gujarat,Secondary,Employed,33472.99,5,52.9869,2.0,2024-04-11
RSP-2025-00350,26,Female,Gujarat,None,Self-Employed,23205.4,5,83.1191,3.0,2024-05-02
RSP-2025-00351,15,Female,Bihar,Primary,Self-Employed,15747.58,1,12.5791,2.0,2024-02-23
RSP-2025-00352,72,Male,Maharashtra,Graduate,Self-Employed,16857.97,3,93.2218,8.0,2024-01-27
RSP-2025-00353,15,Male,Bihar,Graduate,Student,0.0,2,106.1688,6.0,2024-04-11
RSP-2025-00354,48,Male,Bihar,Primary,Student,0.0,4,56.2017,7.0,2024-04-26
RSP-2025-00355,62,Female,Karnataka,Graduate,Retired,,3,61.7894,1.0,2024-04-13
RSP-2025-00356,15,Female,Uttar Pradesh,Secondary,Unemployed,0.0,7,107.9718,6.0,2024-02-14
RSP-2025-00357,30,Male,Uttar Pradesh,Graduate,Unemployed,0.0,5,99.3125,2.0,2024-04-23
RSP-2025-00358,75,Female,West Bengal,Higher Secondary,Employed,54354.9,6,43.4931,6.0,2024-03-27
RSP-2025-00359,78,Male,West Bengal,None,Employed,11190.0,5,47.5953,3.0,2024-01-31
RSP-2025-00360,77,Male,Karnataka,Postgraduate,Unemployed,0.0,4,88.2316,7.0,2024-06-12
RSP-2025-00361,83,Female,West Bengal,Secondary,Employed,27504.86,7,74.9862,3.0,2024-02-06
RSP-2025-00362,36,Male,Uttar Pradesh,Higher Secondary,Retired,28922.99,4,29.0753,9.0,2024-02-05
RSP-2025-00363,81,Female,Bihar,None,Unemployed,0.0,2,45.987,3.0,2024-04-28
RSP-2025-00364,40,Male,Tamil Nadu,Primary,Unemployed,0.0,4,113.5481,7.0,2024-01-05
RSP-2025-00365,30,Other,Gujarat,Secondary,Employed,42207.63,8,89.296,4.0,2024-06-22
RSP-2025-00366,65,Male,Tamil Nadu,Postgraduate,Employed,43369.62,4,123.3941,8.0,2024-02-21
RSP-2025-00367,71,Male,Tamil Nadu,None,Employed,14174.89,3,98.3229,2.0,2024-02-18
RSP-2025-00368,43,Female,Uttar Pradesh,Postgraduate,Employed,22366.04,7,118.3561,8.0,2024-01-06
RSP-2025-00369,83,Male,Tamil Nadu,Primary,Employed,58489.11,1,35.2536,9.0,2024-05-02
RSP-2025-00370,61,Female,Karnataka,Primary,Self-Employed,48123.25,6,98.835,8.0,2024-05-17
RSP-2025-00371,76,Female,Maharashtra,Secondary,Student,0.0,2,12.8149,6.0,2024-04-27
RSP-2025-00372,83,Female,West Bengal,Graduate,Student,0.0,3,87.302,10.0,2024-01-23
RSP-2025-00373,30,Female,Maharashtra,Primary,Self-Employed,7436.49,7,64.2328,1.0,2024-05-24
RSP-2025-00374,62,Female,Bihar,None,Employed,27736.59,4,50.204,7.0,2024-04-19
RSP-2025-00375,53,Female,Gujarat,Graduate,Student,0.0,6,109.2453,1.0,2024-02-13
RSP-2025-00376,47,Female,West Bengal,Higher Secondary,Student,0.0,3,108.3137,7.0,2024-02-10
RSP-2025-00377,37,Female,Tamil Nadu,Postgraduate,Employed,15641.61,4,13.0535,2.0,2024-05-22
RSP-2025-00378,24,Male,Gujarat,Graduate,Self-Employed,44206.16,6,80.2883,8.0,2024-06-20
RSP-2025-00379,83,Male,West Bengal,Postgraduate,Employed,9869.25,1,52.6168,2.0,2024-02-19
RSP-2025-00380,48,Female,Karnataka,Graduate,Student,0.0,4,58.0932,3.0,2024-02-21
RSP-2025-00381,66,Male,Karnataka,,Retired,39643.68,2,105.7687,3.0,2024-03-10
RSP-2025-00382,24,Male,Karnataka,Primary,Employed,17813.54,5,45.9767,,2024-05-30
RSP-2025-00383,33,Male,Karnataka,Higher Secondary,Student,0.0,1,118.4791,5.0,2024-06-20
RSP-2025-00384,72,Male,Tamil Nadu,Primary,Self-Employed,43639.62,6,31.0681,5.0,2024-04-18
RSP-2025-00385,15,Female,Maharashtra,Primary,Retired,35383.64,4,86.3817,10.0,2024-04-27
RSP-2025-00386,83,Female,West Bengal,Postgraduate,Unemployed,0.0,4,87.456,5.0,2024-04-18
RSP-2025-00387,18,Male,Tamil Nadu,None,Student,0.0,7,39.3763,9.0,2024-04-04
RSP-2025-00388,30,Female,Karnataka,Higher Secondary,Employed,34219.12,9,47.6839,6.0,2024-02-13
RSP-2025-00389,38,Female,Bihar,Graduate,Employed,24824.19,3,106.0844,,2024-06-28
RSP-2025-00390,16,Male,Maharashtra,Higher Secondary,Employed,36227.5,2,97.7267,3.0,2024-03-07
RSP-2025-00391,46,Female,Bihar,Postgraduate,Retired,19477.09,4,48.1815,5.0,2024-06-04
RSP-2025-00392,38,Male,Gujarat,Primary,Student,0.0,4,71.638,10.0,2024-03-07
RSP-2025-00393,26,Male,Bihar,Postgraduate,Student,0.0,1,17.5624,7.0,2024-01-18
RSP-2025-00394,64,Female,Gujarat,Secondary,Retired,26297.92,6,34.4014,3.0,2024-06-03
RSP-2025-00395,49,Male,Gujarat,Secondary,Employed,15880.54,3,66.1265,2.0,2024-06-27
RSP-2025-00396,47,Female,Karnataka,Graduate,Employed,13041.21,6,20.344,,2024-02-29
RSP-2025-00397,47,Female,Gujarat,Postgraduate,Employed,31828.89,8,107.0616,3.0,2024-03-14
RSP-2025-00398,75,Male,Uttar Pradesh,Graduate,Employed,30892.88,4,92.7117,5.0,2024-02-18
RSP-2025-00399,65,Female,West Bengal,Graduate,Employed,44750.95,4,118.5461,9.0,2024-01-15
RSP-2025-00400,57,Female,West Bengal,Secondary,Unemployed,0.0,3,89.902,10.0,2024-03-13
RSP-2025-00401,26,Male,Karnataka,Graduate,Employed,35074.66,6,118.176,1.0,2024-05-22
RSP-2025-00402,81,Female,Uttar Pradesh,Secondary,Employed,38484.79,4,73.9917,4.0,2024-06-27
RSP-2025-00403,79,Female,Bihar,,Employed,35921.92,2,79.225,10.0,2024-02-17
RSP-2025-00404,47,Female,Tamil Nadu,Postgraduate,Employed,15730.0,3,122.3632,5.0,2024-03-12
RSP-2025-00405,54,Female,Bihar,Graduate,Retired,29646.11,2,84.0238,2.0,2024-04-22
RSP-2025-00406,57,Male,Tamil Nadu,Secondary,Self-Employed,34087.68,7,14.0251,2.0,2024-05-08
RSP-2025-00407,58,Female,Gujarat,Higher Secondary,Retired,27029.01,3,93.3754,1.0,2024-05-14
RSP-2025-00408,43,Female,Maharashtra,Graduate,Employed,6931.21,5,114.1762,8.0,2024-02-22
RSP-2025-00409,27,Female,Tamil Nadu,None,Employed,29861.29,4,101.5939,2.0,2024-06-07
RSP-2025-00410,26,Female,Maharashtra,Primary,Self-Employed,113339.74,3,77.3489,3.0,2024-01-18
RSP-2025-00411,60,Female,West Bengal,Primary,Employed,21289.61,4,87.3643,2.0,2024-01-12
RSP-2025-00412,16,Male,Maharashtra,Higher Secondary,Employed,16759.99,5,123.877,4.0,2024-02-17
RSP-2025-00413,49,Female,West Bengal,Secondary,Employed,34292.32,6,20.8808,,2024-01-30
RSP-2025-00414,22,Female,Uttar Pradesh,Graduate,Employed,32959.86,4,86.8995,3.0,2024-04-06
RSP-2025-00415,40,Female,Uttar Pradesh,Secondary,Employed,58412.07,3,42.949,5.0,2024-01-07
RSP-2025-00416,48,Female,Karnataka,Primary,Employed,11877.32,5,83.7904,10.0,2024-04-01
RSP-2025-00417,21,Male,Karnataka,Secondary,Self-Employed,43277.89,1,80.0729,1.0,2024-04-22
RSP-2025-00418,82,Male,Gujarat,Primary,Employed,39488.88,4,28.0708,4.0,2024-01-03
RSP-2025-00419,72,Male,Tamil Nadu,Secondary,Employed,24528.84,1,34.1725,6.0,2024-04-16
RSP-2025-00420,43,Male,Gujarat,Higher Secondary,Student,0.0,4,81.6766,4.0,2024-03-03
RSP-2025-00421,50,Female,West Bengal,Postgraduate,Employed,52530.4,5,25.1823,7.0,2024-05-13
RSP-2025-00422,35,Female,Gujarat,Higher Secondary,Employed,47429.75,1,40.8632,7.0,2024-04-11
RSP-2025-00423,50,Female,Maharashtra,Higher Secondary,Student,0.0,3,106.1356,6.0,2024-01-15
RSP-2025-00424,24,Male,West Bengal,Postgraduate,Employed,45848.73,1,47.952,9.0,2024-06-19
RSP-2025-00425,38,Female,Karnataka,Postgraduate,Employed,25795.42,3,66.3829,2.0,2024-03-31
RSP-2025-00426,78,Male,Uttar Pradesh,Graduate,Unemployed,0.0,3,118.2606,10.0,2024-03-21
RSP-2025-00427,63,Male,Karnataka,Graduate,Employed,28214.13,1,36.5086,8.0,2024-05-25
RSP-2025-00428,50,Female,Tamil Nadu,Higher Secondary,Unemployed,0.0,2,55.1122,8.0,2024-05-29
RSP-2025-00429,38,Female,West Bengal,Higher Secondary,Student,5837.307000000001,6,79.9394,10.0,2024-03-01
RSP-2025-00430,37,Male,West Bengal,Primary,Employed,25478.32,7,96.9863,4.0,2024-04-29
RSP-2025-00431,76,Male,Maharashtra,Primary,Unemployed,0.0,3,113.7393,6.0,2024-03-01
RSP-2025-00432,51,Male,Tamil Nadu,,Unemployed,0.0,4,115.3217,,2024-02-22
RSP-2025-00433,26,Male,Uttar Pradesh,None,Employed,30216.75,3,99.4253,5.0,2024-01-26
RSP-2025-00434,69,Female,Bihar,None,Self-Employed,59813.68,5,36.6439,1.0,2024-04-24
RSP-2025-00435,27,Male,West Bengal,Graduate,Employed,39815.5,1,13.3407,3.0,2024-02-09
RSP-2025-00436,37,Female,West Bengal,Primary,Unemployed,0.0,5,54.4421,7.0,2024-03-28
RSP-2025-00437,44,Male,Maharashtra,Primary,Employed,135316.73,2,26.7073,8.0,2024-04-25
RSP-2025-00438,31,Male,Gujarat,None,Unemployed,0.0,1,91.8394,2.0,2024-05-15
RSP-2025-00439,76,Male,Uttar Pradesh,Secondary,Employed,61636.16,1,86.1995,3.0,2024-01-21
RSP-2025-00440,27,Male,Karnataka,Secondary,Student,0.0,4,15.5348,4.0,2024-02-12
RSP-2025-00441,73,Male,Tamil Nadu,Primary,Employed,38051.03,1,106.29,5.0,2024-01-21
RSP-2025-00442,33,Male,West Bengal,Secondary,Employed,46427.84,4,38.9811,3.0,2024-05-10
RSP-2025-00443,63,Female,West Bengal,Postgraduate,Unemployed,0.0,4,59.99,5.0,2024-01-31
RSP-2025-00444,26,Male,Karnataka,Graduate,Self-Employed,53492.11,2,86.9784,8.0,2024-06-03
RSP-2025-00445,75,Female,Uttar Pradesh,Graduate,Unemployed,0.0,4,59.6685,8.0,2024-01-27
RSP-2025-00446,33,Male,Gujarat,Primary,Self-Employed,21920.85,3,61.0275,2.0,2024-03-13
RSP-2025-00447,23,Female,West Bengal,Higher Secondary,Self-Employed,18552.6,6,18.0144,6.0,2024-04-06
RSP-2025-00448,42,Female,Uttar Pradesh,None,Student,0.0,5,56.4653,4.0,2024-06-09
RSP-2025-00449,66,Female,Karnataka,Primary,Employed,49342.11,6,98.0751,9.0,2024-03-30
RSP-2025-00450,30,Female,Maharashtra,Secondary,Unemployed,0.0,2,115.2877,10.0,2024-02-13
RSP-2025-00451,83,Female,Gujarat,None,Student,0.0,3,57.8454,2.0,2024-02-12
RSP-2025-00452,26,Female,Tamil Nadu,Higher Secondary,Retired,69161.59,4,59.0006,8.0,2024-01-31
RSP-2025-00453,39,Female,West Bengal,Secondary,Student,0.0,7,90.9508,1.0,2024-04-26
RSP-2025-00454,66,Female,Uttar Pradesh,Postgraduate,Employed,15615.22,3,118.4474,6.0,2024-03-16
RSP-2025-00455,67,Male,Maharashtra,Secondary,Employed,24557.1,5,41.0785,10.0,2024-05-24
RSP-2025-00456,37,Male,Tamil Nadu,Postgraduate,Unemployed,0.0,3,60.8965,1.0,2024-05-22
RSP-2025-00457,30,Female,Bihar,None,Self-Employed,19130.35,5,101.6389,2.0,2024-02-03
RSP-2025-00458,71,Female,Uttar Pradesh,Postgraduate,Unemployed,0.0,4,80.3099,3.0,2024-03-20
RSP-2025-00459,53,Female,Uttar Pradesh,None,Unemployed,0.0,2,23.1621,9.0,2024-01-04
RSP-2025-00460,67,Female,Tamil Nadu,None,Student,0.0,4,82.3754,5.0,2024-03-12
RSP-2025-00461,56,Other,Maharashtra,None,Employed,10579.35,1,31.8824,10.0,2024-04-07
RSP-2025-00462,72,Male,Bihar,None,Student,0.0,1,68.9197,10.0,2024-04-19
RSP-2025-00463,53,Male,Karnataka,None,Employed,,6,71.0823,2.0,2024-01-28
RSP-2025-00464,28,Male,Maharashtra,Secondary,Employed,6726.52,6,110.8253,10.0,2024-05-09
RSP-2025-00465,19,Male,Gujarat,None,Unemployed,0.0,7,63.4556,5.0,2024-01-17
RSP-2025-00466,49,Female,West Bengal,Secondary,Self-Employed,24274.94,3,42.4962,5.0,2024-02-27
RSP-2025-00467,32,Male,Tamil Nadu,None,Employed,221462.92,4,36.9456,1.0,2024-05-06
RSP-2025-00468,23,Female,Karnataka,Postgraduate,Employed,120589.27,5,110.6018,3.0,2024-01-09
RSP-2025-00469,72,Male,Bihar,None,Retired,23910.14,3,30.0807,5.0,2024-01-31
RSP-2025-00470,31,Female,Tamil Nadu,Higher Secondary,Employed,25106.47,6,59.262,9.0,2024-03-28
RSP-2025-00471,21,Female,Tamil Nadu,None,Unemployed,0.0,7,31.9313,10.0,2024-03-02
RSP-2025-00472,60,Male,Maharashtra,None,Unemployed,0.0,5,99.0433,1.0,2024-01-19
RSP-2025-00473,27,Female,West Bengal,Postgraduate,Unemployed,0.0,3,64.8157,8.0,2024-03-21
RSP-2025-00474,54,Male,Gujarat,Graduate,Self-Employed,8424.13,3,50.706,1.0,2024-04-16
RSP-2025-00475,56,Male,Uttar Pradesh,Postgraduate,Employed,17955.96,3,51.8459,9.0,2024-02-24
RSP-2025-00476,23,Male,Uttar Pradesh,Higher Secondary,Unemployed,0.0,4,108.0785,6.0,2024-06-04
RSP-2025-00477,64,Male,Tamil Nadu,Graduate,Employed,37159.24,3,73.9071,1.0,2024-04-21
RSP-2025-00478,41,Male,West Bengal,Primary,Self-Employed,53925.11,6,92.6959,8.0,2024-05-02
RSP-2025-00479,80,Female,Bihar,Primary,Employed,12335.01,4,113.2109,5.0,2024-06-26
RSP-2025-00480,19,Female,Bihar,Higher Secondary,Unemployed,0.0,1,113.7494,7.0,2024-03-05
RSP-2025-00481,43,Female,Karnataka,Postgraduate,Employed,46990.9,5,48.1143,7.0,2024-05-03
RSP-2025-00482,51,Male,Maharashtra,Secondary,Employed,15704.03,6,119.5557,7.0,2024-01-03
RSP-2025-00483,52,Female,West Bengal,Higher Secondary,Employed,7244.39,3,13.3483,6.0,2024-06-28
RSP-2025-00484,22,Male,West Bengal,Graduate,Employed,29563.37,5,53.6477,8.0,2024-05-17
RSP-2025-00485,79,Male,Maharashtra,Graduate,Student,0.0,7,113.069,9.0,2024-01-21
RSP-2025-00486,31,Female,Bihar,None,Employed,24851.24,6,41.9459,2.0,2024-02-06
RSP-2025-00487,59,Male,Bihar,Primary,Retired,19978.23,6,41.7678,7.0,2024-01-15
RSP-2025-00488,18,Female,Bihar,Graduate,Retired,24255.89,6,45.1503,2.0,2024-03-27
RSP-2025-00489,50,Female,Tamil Nadu,Higher Secondary,Unemployed,2114.421,4,80.6099,6.0,2024-04-29
RSP-2025-00490,84,Male,West Bengal,Graduate,Employed,11201.12,2,60.6891,2.0,2024-05-16
RSP-2025-00491,45,Male,Uttar Pradesh,Higher Secondary,Employed,16906.57,5,93.7111,10.0,2024-02-13
RSP-2025-00492,33,Male,Maharashtra,Secondary,Self-Employed,37753.44,4,112.9673,6.0,2024-02-08
RSP-2025-00493,75,Female,Bihar,None,Employed,33159.72,4,87.6958,2.0,2024-05-12
RSP-2025-00494,68,Male,Karnataka,Primary,Employed,30008.59,3,33.9114,1.0,2024-01-25
RSP-2025-00495,53,Male,Bihar,Graduate,Unemployed,0.0,4,117.2921,7.0,2024-02-25
RSP-2025-00496,33,Male,Bihar,Higher Secondary,Student,2390.93,4,40.7844,3.0,2024-04-30
RSP-2025-00497,53,Female,Gujarat,Postgraduate,Self-Employed,6534.87,5,27.6629,4.0,2024-03-30
RSP-2025-00498,81,Male,Tamil Nadu,Primary,Employed,30212.46,4,20.8013,6.0,2024-03-04
RSP-2025-00499,59,Male,Maharashtra,Secondary,Self-Employed,68101.7,6,75.0074,5.0,2024-06-28
RSP-2025-00500,27,Female,Gujarat,Higher Secondary,Employed,10319.74,4,23.5258,4.0,2024-03-29
RSP-2025-00501,72,Female,Gujarat,None,Employed,18382.36,1,26.3898,9.0,2024-04-21
RSP-2025-00502,34,Male,Karnataka,None,Student,0.0,1,44.8535,6.0,2024-03-16
RSP-2025-00503,75,Male,West Bengal,Secondary,Employed,60739.39,3,42.7493,6.0,2024-05-16
RSP-2025-00504,53,Male,Karnataka,Secondary,Employed,20103.6,6,79.6854,2.0,2024-05-17
RSP-2025-00505,15,Female,West Bengal,None,Employed,17154.87,4,104.0173,6.0,2024-01-10
RSP-2025-00506,17,Male,West Bengal,Graduate,Student,0.0,1,97.6745,7.0,2024-03-02
RSP-2025-00507,76,Female,Maharashtra,Graduate,Self-Employed,28774.21,5,40.5545,8.0,2024-03-30
RSP-2025-00508,77,Female,Bihar,Higher Secondary,Self-Employed,101452.85,2,38.5881,8.0,2024-02-29
RSP-2025-00509,39,Female,Maharashtra,Postgraduate,Self-Employed,,2,121.0831,9.0,2024-05-26
RSP-2025-00510,70,Male,Tamil Nadu,Higher Secondary,Employed,26516.4,5,11.443,10.0,2024-04-16
RSP-2025-00511,47,Female,West Bengal,Postgraduate,Unemployed,0.0,3,111.228,3.0,2024-02-07
RSP-2025-00512,52,Female,Gujarat,Secondary,Employed,26709.92,4,33.3689,10.0,2024-05-13
RSP-2025-00513,20,Female,Bihar,Primary,Employed,15859.76,5,118.9641,7.0,2024-05-22
RSP-2025-00514,72,Male,Uttar Pradesh,Higher Secondary,Unemployed,0.0,5,49.6942,7.0,2024-02-16
